from	to	score
MRPL12	MRPS16	988
MRPL12	MRPS2	966
MRPL12	MRPS22	942
MRPL12	POLRMT	986
MRPL39	EPRS1	909
MRPL39	MRPL12	983
MRPL39	MRPS14	953
MRPL39	MRPS22	959
MRPS16	GFM1	982
MRPS16	MRPS14	999
MRPS16	MRPS22	998
MRPS2	GFM1	944
MRPS2	MRPS14	999
MRPS2	MRPS16	999
MRPS2	MRPS22	998
MRPS22	GFM1	954
MRPS22	MRPS14	987
MRPS28	MRPS14	973
MRPS28	MRPS16	979
MRPS28	MRPS2	996
MRPS28	MRPS22	991
MRPS34	MRPL12	949
MRPS34	MRPS14	988
MRPS34	MRPS16	994
MRPS34	MRPS2	995
MRPS34	MRPS22	996
MRPS34	MRPS28	990
MRPS34	PTCD3	982
MSH2	ARID1A	982
MSH2	ATM	989
MSH2	CHEK2	987
MSH2	ERCC4	990
MSH2	ERCC5	978
MSH2	ERCC8	927
MSH2	KDM1A	923
MSH2	LIG4	971
MSH2	MSH6	999
MSH2	MUTYH	980
MSH2	PHF21A	907
MSH2	PMS1	998
MSH2	PMS2	999
MSH2	POLA1	933
MSH2	POLD1	998
MSH2	POLE	991
MSH2	SMC3	929
MSH2	TP53	990
MSH2	XPA	945
MSH2	XPC	943
MSH6	ATM	992
MSH6	ERCC4	993
MSH6	ERCC5	975
MSH6	ERCC8	919
MSH6	KDM1A	937
MSH6	LIG4	967
MSH6	MUTYH	991
MSH6	PHF21A	915
MSH6	PMS1	991
MSH6	PMS2	999
MSH6	POLA1	952
MSH6	POLD1	998
MSH6	POLE	993
MSH6	RAD21	900
MSH6	SMC3	945
MSH6	XPA	906
MSH6	XPC	954
MSL3	ACTB	914
MSL3	DHX9	905
MSL3	TRRAP	942
MT-ATP6	ATP5F1A	999
MT-ATP6	MT-ATP8	999
MT-ATP6	MT-ND1	999
MT-ATP6	MT-ND2	996
MT-ATP6	MT-ND3	995
MT-ATP6	MT-ND4	999
MT-ATP6	MT-ND5	991
MT-ATP6	MT-ND6	990
MT-ATP8	ATP5F1A	990
MT-ND1	MT-ATP8	945
MT-ND1	MT-ND2	999
MT-ND1	MT-ND3	999
MT-ND1	MT-ND4	999
MT-ND1	MT-ND5	999
MT-ND1	NDUFA1	998
MT-ND1	NDUFA11	997
MT-ND1	NDUFA13	993
MT-ND1	NDUFA6	999
MT-ND1	NDUFA8	997
MT-ND1	NDUFAF5	902
MT-ND1	NDUFS1	999
MT-ND1	NDUFS2	999
MT-ND1	TIMMDC1	972
MT-ND1	UQCRQ	905
MT-ND2	MT-ATP8	957
MT-ND2	MT-ND3	999
MT-ND2	NDUFA1	996
MT-ND2	NDUFA11	995
MT-ND2	NDUFA13	992
MT-ND2	NDUFA6	999
MT-ND2	NDUFA8	994
MT-ND2	NDUFS1	998
MT-ND2	NDUFS2	998
MT-ND2	TIMMDC1	903
MT-ND3	MT-ATP8	949
MT-ND3	NDUFA1	997
MT-ND3	NDUFA11	990
MT-ND3	NDUFA13	987
MT-ND3	NDUFA6	999
MT-ND3	NDUFA8	994
MT-ND3	NDUFS1	998
MT-ND3	NDUFS2	999
MT-ND4	MT-ATP8	948
MT-ND4	MT-ND2	999
MT-ND4	MT-ND3	999
MT-ND4	NDUFA1	998
MT-ND4	NDUFA11	998
MT-ND4	NDUFA13	994
MT-ND4	NDUFA6	999
MT-ND4	NDUFA8	998
MT-ND4	NDUFS1	998
MT-ND4	NDUFS2	999
MT-ND4	TIMMDC1	965
MT-ND5	MT-ATP8	932
MT-ND5	MT-ND2	999
MT-ND5	MT-ND3	999
MT-ND5	MT-ND4	999
MT-ND5	NDUFA1	997
MT-ND5	NDUFA11	998
MT-ND5	NDUFA13	991
MT-ND5	NDUFA6	999
MT-ND5	NDUFA8	997
MT-ND5	NDUFS1	998
MT-ND5	NDUFS2	998
MT-ND6	MT-ATP8	944
MT-ND6	MT-ND1	999
MT-ND6	MT-ND2	999
MT-ND6	MT-ND3	999
MT-ND6	MT-ND4	999
MT-ND6	MT-ND5	999
MT-ND6	NDUFA1	991
MT-ND6	NDUFA11	954
MT-ND6	NDUFA13	953
MT-ND6	NDUFA6	977
MT-ND6	NDUFA8	977
MT-ND6	NDUFS1	984
MT-ND6	NDUFS2	983
MTFMT	DHFR	944
MTFMT	MARS1	943
MTFMT	MARS2	950
MTFMT	MTR	923
MTFMT	SHMT2	962
MTMR14	MTM1	917
MTOR	CDC42	958
MTOR	DKC1	907
MTOR	EIF3F	927
MTOR	GPHN	956
MTOR	PIK3CD	906
MTOR	PPP2CA	946
MTOR	PPP2R5D	916
MTOR	PTEN	940
MTOR	SOS1	927
MTOR	SZT2	925
MTOR	TTI1	997
MTR	DHFR	977
MTR	MMACHC	951
MTR	MMADHC	965
MTR	MTHFR	996
MTRR	MMAB	917
MTRR	MMACHC	948
MTRR	MMADHC	960
MTRR	MTHFR	960
MTRR	MTR	992
MTX2	LNPK	922
MTX2	MICOS13	926
MTX2	TOMM40	946
MUSK	AGRN	999
MUSK	CDC42	932
MUSK	COLQ	990
MYH2	MYH7	917
MYH2	MYL1	964
MYH2	MYO5A	932
MYH7	ACTN2	933
MYL1	ACTA1	969
MYL1	MYH7	971
MYL1	NEB	983
MYL1	TNNC2	974
MYL1	TTN	974
MYL2	ACTN2	920
MYL2	CIT	959
MYL2	MEF2C	957
MYL2	MYH7	997
MYL2	MYL1	956
MYL2	NKX2-5	978
MYL2	TTN	902
MYO18B	MYO9A	918
MYOD1	CREBBP	994
MYOD1	EP300	999
MYOD1	MEF2C	991
MYOD1	PAX7	931
MYOD1	SMAD4	948
MYOD1	SMARCA4	943
MYOD1	STAT3	966
MYOD1	TBP	964
MYOD1	TCF4	932
MYPN	NEB	982
NAA60	NAA10	958
NAGS	CPS1	935
NAGS	GPT2	921
NALCN	UNC80	997
NANS	GNE	991
NARS1	AARS1	989
NARS1	EPRS1	996
NARS1	FARSA	908
NARS1	GARS1	972
NARS1	IARS1	990
NARS1	IARS2	904
NARS1	KARS1	972
NARS1	LARS1	984
NARS1	QARS1	939
NARS1	TARS1	948
NARS1	YARS1	963
NARS2	EARS2	926
NARS2	EPRS1	924
NARS2	IARS1	903
NARS2	IARS2	945
NARS2	PARS2	939
NARS2	QARS1	954
NARS2	RARS2	910
NARS2	YARS1	940
NARS2	YARS2	913
NAXD	NAXE	993
NCAPG2	NCAPD3	999
NCF1	PARK7	945
NCF1	PRKCZ	991
NCF1	RAC1	969
NCF1	WASF1	918
NDE1	PAFAH1B1	999
NDST1	AGRN	941
NDST1	GPC3	959
NDST1	GPC4	960
NDST1	HSPG2	956
NDUFA1	NDUFA11	994
NDUFA1	NDUFA13	996
NDUFA1	NDUFA6	999
NDUFA1	NDUFA8	998
NDUFA1	NDUFS1	994
NDUFA1	UQCRQ	988
NDUFA10	COX4I1	981
NDUFA10	COX5A	994
NDUFA10	COX6A2	913
NDUFA10	MT-ND1	997
NDUFA10	MT-ND2	996
NDUFA10	MT-ND3	994
NDUFA10	MT-ND4	993
NDUFA10	MT-ND5	993
NDUFA10	MT-ND6	970
NDUFA10	NDUFA1	994
NDUFA10	NDUFA11	999
NDUFA10	NDUFA12	998
NDUFA10	NDUFA13	996
NDUFA10	NDUFA4	974
NDUFA10	NDUFA6	999
NDUFA10	NDUFA8	999
NDUFA10	NDUFA9	999
NDUFA10	NDUFAF1	959
NDUFA10	NDUFB10	999
NDUFA10	NDUFB11	992
NDUFA10	NDUFB8	999
NDUFA10	NDUFB9	999
NDUFA10	NDUFC2	999
NDUFA10	NDUFS1	999
NDUFA10	NDUFS2	999
NDUFA10	NDUFS3	999
NDUFA10	NDUFS4	999
NDUFA10	NDUFS6	999
NDUFA10	NDUFS8	999
NDUFA10	NDUFV1	999
NDUFA10	NDUFV2	999
NDUFA10	SUCLG1	906
NDUFA10	UQCRFS1	986
NDUFA10	UQCRQ	968
NDUFA11	NDUFA13	998
NDUFA11	NDUFA6	999
NDUFA11	NDUFS1	998
NDUFA12	COX4I1	942
NDUFA12	MT-ND1	999
NDUFA12	MT-ND2	992
NDUFA12	MT-ND3	989
NDUFA12	MT-ND4	992
NDUFA12	MT-ND5	999
NDUFA12	MT-ND6	960
NDUFA12	NDUFA1	998
NDUFA12	NDUFA11	999
NDUFA12	NDUFA13	999
NDUFA12	NDUFA4	997
NDUFA12	NDUFA6	999
NDUFA12	NDUFA8	999
NDUFA12	NDUFS1	999
NDUFA12	NDUFS2	999
NDUFA12	PARK7	906
NDUFA12	SDHB	971
NDUFA12	TIMMDC1	938
NDUFA12	UQCRQ	996
NDUFA2	COX4I1	987
NDUFA2	COX5A	982
NDUFA2	MT-ND1	999
NDUFA2	MT-ND2	996
NDUFA2	MT-ND3	996
NDUFA2	MT-ND4	999
NDUFA2	MT-ND5	997
NDUFA2	MT-ND6	984
NDUFA2	NDUFA1	999
NDUFA2	NDUFA10	999
NDUFA2	NDUFA11	999
NDUFA2	NDUFA12	999
NDUFA2	NDUFA13	999
NDUFA2	NDUFA4	999
NDUFA2	NDUFA6	999
NDUFA2	NDUFA8	999
NDUFA2	NDUFA9	999
NDUFA2	NDUFAF1	951
NDUFA2	NDUFB10	999
NDUFA2	NDUFB11	999
NDUFA2	NDUFB8	999
NDUFA2	NDUFB9	999
NDUFA2	NDUFC2	999
NDUFA2	NDUFS1	999
NDUFA2	NDUFS2	999
NDUFA2	NDUFS3	999
NDUFA2	NDUFS4	999
NDUFA2	NDUFS6	999
NDUFA2	NDUFS8	999
NDUFA2	NDUFV1	999
NDUFA2	NDUFV2	999
NDUFA2	PARK7	953
NDUFA2	SDHB	965
NDUFA2	UQCRFS1	995
NDUFA2	UQCRQ	999
NDUFA4	COX4I1	988
NDUFA4	MT-ND1	935
NDUFA4	MT-ND2	927
NDUFA4	MT-ND3	931
NDUFA4	MT-ND4	922
NDUFA4	MT-ND5	916
NDUFA4	NDUFA1	983
NDUFA4	NDUFA11	954
NDUFA4	NDUFA13	966
NDUFA4	NDUFA6	999
NDUFA4	NDUFA8	979
NDUFA4	NDUFS1	968
NDUFA4	NDUFS2	981
NDUFA4	PARK7	968
NDUFA4	UQCRQ	958
NDUFA6	COX4I1	929
NDUFA6	NDUFA13	999
NDUFA8	COX4I1	962
NDUFA8	NDUFA11	999
NDUFA8	NDUFA13	999
NDUFA8	NDUFA6	999
NDUFA8	NDUFS1	999
NDUFA8	PARK7	956
NDUFA8	SDHB	991
NDUFA8	SDHD	919
NDUFA8	TIMMDC1	977
NDUFA8	UQCRQ	997
NDUFA9	ATP5F1A	932
NDUFA9	COX4I1	995
NDUFA9	COX5A	991
NDUFA9	COX6A2	906
NDUFA9	MT-ND1	996
NDUFA9	MT-ND2	994
NDUFA9	MT-ND3	999
NDUFA9	MT-ND4	995
NDUFA9	MT-ND5	999
NDUFA9	MT-ND6	979
NDUFA9	NDUFA1	991
NDUFA9	NDUFA11	999
NDUFA9	NDUFA12	999
NDUFA9	NDUFA13	999
NDUFA9	NDUFA4	971
NDUFA9	NDUFA6	999
NDUFA9	NDUFA8	999
NDUFA9	NDUFB10	999
NDUFA9	NDUFB11	999
NDUFA9	NDUFB8	999
NDUFA9	NDUFB9	999
NDUFA9	NDUFC2	997
NDUFA9	NDUFS1	999
NDUFA9	NDUFS2	999
NDUFA9	NDUFS4	999
NDUFA9	NDUFS6	999
NDUFA9	NDUFS8	999
NDUFA9	NDUFV1	999
NDUFA9	NDUFV2	999
NDUFA9	SDHB	973
NDUFA9	TIMMDC1	964
NDUFA9	UQCRFS1	999
NDUFA9	UQCRQ	979
NDUFAF1	ACAD9	999
NDUFAF1	FOXRED1	957
NDUFAF1	MT-ND1	969
NDUFAF1	MT-ND2	934
NDUFAF1	MT-ND3	947
NDUFAF1	MT-ND4	928
NDUFAF1	MT-ND5	912
NDUFAF1	NDUFA1	983
NDUFAF1	NDUFA11	952
NDUFAF1	NDUFA12	996
NDUFAF1	NDUFA13	999
NDUFAF1	NDUFA4	935
NDUFAF1	NDUFA6	955
NDUFAF1	NDUFA8	964
NDUFAF1	NDUFA9	951
NDUFAF1	NDUFAF3	993
NDUFAF1	NDUFAF4	923
NDUFAF1	NDUFAF5	908
NDUFAF1	NDUFAF6	912
NDUFAF1	NDUFB10	970
NDUFAF1	NDUFB11	999
NDUFAF1	NDUFB8	944
NDUFAF1	NDUFB9	951
NDUFAF1	NDUFC2	947
NDUFAF1	NDUFS1	996
NDUFAF1	NDUFS2	975
NDUFAF1	NDUFS3	999
NDUFAF1	NDUFS4	959
NDUFAF1	NDUFS6	969
NDUFAF1	NDUFS8	963
NDUFAF1	NDUFV1	963
NDUFAF1	NDUFV2	971
NDUFAF1	TIMMDC1	998
NDUFAF1	TMEM126B	999
NDUFAF2	NDUFA12	960
NDUFAF2	NDUFS4	943
NDUFAF3	MT-ND6	976
NDUFAF3	NDUFA13	978
NDUFAF3	NDUFA8	976
NDUFAF3	NDUFAF4	999
NDUFAF3	NDUFAF5	989
NDUFAF3	NDUFS2	998
NDUFAF3	TIMMDC1	986
NDUFAF4	NDUFA13	999
NDUFAF4	NDUFAF5	918
NDUFAF4	NDUFAF6	905
NDUFAF4	TIMMDC1	999
NDUFAF5	NDUFAF6	972
NDUFB10	ATP5PO	946
NDUFB10	COX4I1	991
NDUFB10	COX5A	997
NDUFB10	COX6A2	986
NDUFB10	MT-ND1	994
NDUFB10	MT-ND2	993
NDUFB10	MT-ND3	992
NDUFB10	MT-ND4	993
NDUFB10	MT-ND5	992
NDUFB10	MT-ND6	974
NDUFB10	NDUFA1	994
NDUFB10	NDUFA11	998
NDUFB10	NDUFA12	999
NDUFB10	NDUFA13	999
NDUFB10	NDUFA4	982
NDUFB10	NDUFA6	999
NDUFB10	NDUFA8	999
NDUFB10	NDUFAF3	977
NDUFB10	NDUFB11	999
NDUFB10	NDUFB8	999
NDUFB10	NDUFB9	999
NDUFB10	NDUFC2	999
NDUFB10	NDUFS1	999
NDUFB10	NDUFS2	999
NDUFB10	NDUFS4	999
NDUFB10	NDUFS6	999
NDUFB10	NDUFS8	999
NDUFB10	NDUFV1	999
NDUFB10	NDUFV2	999
NDUFB10	SDHD	912
NDUFB10	TIMMDC1	965
NDUFB10	UQCRFS1	962
NDUFB10	UQCRQ	996
NDUFB11	COX5A	957
NDUFB11	MT-ND1	996
NDUFB11	MT-ND2	990
NDUFB11	MT-ND3	989
NDUFB11	MT-ND4	991
NDUFB11	MT-ND5	990
NDUFB11	MT-ND6	964
NDUFB11	NDUFA1	997
NDUFB11	NDUFA11	999
NDUFB11	NDUFA12	999
NDUFB11	NDUFA13	997
NDUFB11	NDUFA4	962
NDUFB11	NDUFA6	999
NDUFB11	NDUFA8	999
NDUFB11	NDUFB8	999
NDUFB11	NDUFB9	999
NDUFB11	NDUFC2	997
NDUFB11	NDUFS1	997
NDUFB11	NDUFS2	995
NDUFB11	NDUFS4	999
NDUFB11	NDUFS8	999
NDUFB11	NDUFV1	997
NDUFB11	NDUFV2	998
NDUFB11	UQCRQ	976
NDUFB3	ATP5PO	902
NDUFB3	COX5A	971
NDUFB3	MT-ND1	992
NDUFB3	MT-ND2	990
NDUFB3	MT-ND3	988
NDUFB3	MT-ND4	991
NDUFB3	MT-ND5	992
NDUFB3	MT-ND6	956
NDUFB3	NDUFA1	999
NDUFB3	NDUFA10	999
NDUFB3	NDUFA11	999
NDUFB3	NDUFA12	999
NDUFB3	NDUFA13	999
NDUFB3	NDUFA2	999
NDUFB3	NDUFA4	989
NDUFB3	NDUFA6	999
NDUFB3	NDUFA8	999
NDUFB3	NDUFA9	999
NDUFB3	NDUFAF1	946
NDUFB3	NDUFB10	999
NDUFB3	NDUFB11	995
NDUFB3	NDUFB8	998
NDUFB3	NDUFB9	998
NDUFB3	NDUFC2	998
NDUFB3	NDUFS1	996
NDUFB3	NDUFS2	996
NDUFB3	NDUFS3	998
NDUFB3	NDUFS4	999
NDUFB3	NDUFS6	998
NDUFB3	NDUFS8	996
NDUFB3	NDUFV1	997
NDUFB3	NDUFV2	998
NDUFB3	UQCRFS1	977
NDUFB3	UQCRQ	990
NDUFB3	WARS1	906
NDUFB8	COX4I1	960
NDUFB8	COX5A	989
NDUFB8	COX8A	944
NDUFB8	MT-ND1	996
NDUFB8	MT-ND2	995
NDUFB8	MT-ND3	994
NDUFB8	MT-ND4	995
NDUFB8	MT-ND5	994
NDUFB8	MT-ND6	980
NDUFB8	NDUFA1	997
NDUFB8	NDUFA11	999
NDUFB8	NDUFA12	999
NDUFB8	NDUFA13	998
NDUFB8	NDUFA4	981
NDUFB8	NDUFA6	999
NDUFB8	NDUFA8	999
NDUFB8	NDUFS1	998
NDUFB8	NDUFS2	999
NDUFB8	NDUFS8	996
NDUFB8	NDUFV1	998
NDUFB8	NDUFV2	999
NDUFB8	PMPCA	926
NDUFB8	SDHB	961
NDUFB8	SUCLG1	924
NDUFB8	TIMMDC1	973
NDUFB8	UQCRFS1	993
NDUFB8	UQCRQ	996
NDUFB9	ATP5PO	915
NDUFB9	COX4I1	985
NDUFB9	COX5A	997
NDUFB9	COX6A2	975
NDUFB9	MT-ND1	996
NDUFB9	MT-ND2	995
NDUFB9	MT-ND3	994
NDUFB9	MT-ND4	996
NDUFB9	MT-ND5	995
NDUFB9	MT-ND6	978
NDUFB9	NDUFA1	996
NDUFB9	NDUFA11	999
NDUFB9	NDUFA12	999
NDUFB9	NDUFA13	999
NDUFB9	NDUFA4	981
NDUFB9	NDUFA6	999
NDUFB9	NDUFA8	999
NDUFB9	NDUFB8	999
NDUFB9	NDUFC2	999
NDUFB9	NDUFS1	999
NDUFB9	NDUFS2	999
NDUFB9	NDUFS4	999
NDUFB9	NDUFS8	999
NDUFB9	NDUFV1	999
NDUFB9	NDUFV2	999
NDUFB9	SDHB	969
NDUFB9	SDHD	922
NDUFB9	TIMMDC1	964
NDUFB9	UQCRFS1	997
NDUFB9	UQCRQ	999
NDUFC2	COX5A	995
NDUFC2	MT-ND1	995
NDUFC2	MT-ND2	995
NDUFC2	MT-ND3	993
NDUFC2	MT-ND4	995
NDUFC2	MT-ND5	994
NDUFC2	MT-ND6	972
NDUFC2	NDUFA1	997
NDUFC2	NDUFA11	998
NDUFC2	NDUFA12	999
NDUFC2	NDUFA13	999
NDUFC2	NDUFA4	980
NDUFC2	NDUFA6	999
NDUFC2	NDUFA8	999
NDUFC2	NDUFB8	998
NDUFC2	NDUFS1	997
NDUFC2	NDUFS2	998
NDUFC2	NDUFS4	999
NDUFC2	NDUFS8	997
NDUFC2	NDUFV1	998
NDUFC2	NDUFV2	998
NDUFC2	TIMMDC1	953
NDUFC2	TMEM126B	966
NDUFC2	UQCRFS1	987
NDUFC2	UQCRQ	989
NDUFS1	COX4I1	935
NDUFS1	NDUFA13	999
NDUFS1	NDUFA6	999
NDUFS2	ATP5F1A	979
NDUFS2	COX4I1	979
NDUFS2	NDUFA1	995
NDUFS2	NDUFA11	999
NDUFS2	NDUFA13	999
NDUFS2	NDUFA6	999
NDUFS2	NDUFA8	999
NDUFS2	NDUFAF4	913
NDUFS2	NDUFAF5	900
NDUFS2	NDUFS1	999
NDUFS2	SDHB	995
NDUFS2	SUCLA2	927
NDUFS2	SUCLG1	938
NDUFS2	TIMMDC1	977
NDUFS2	UQCRQ	947
NDUFS3	ACAD9	998
NDUFS3	ATP5F1A	922
NDUFS3	ATP5PO	955
NDUFS3	COX4I1	972
NDUFS3	COX5A	994
NDUFS3	COX6A2	918
NDUFS3	MT-ND1	999
NDUFS3	MT-ND2	998
NDUFS3	MT-ND3	999
NDUFS3	MT-ND4	999
NDUFS3	MT-ND5	999
NDUFS3	MT-ND6	999
NDUFS3	NDUFA1	995
NDUFS3	NDUFA11	999
NDUFS3	NDUFA12	999
NDUFS3	NDUFA13	999
NDUFS3	NDUFA4	983
NDUFS3	NDUFA6	999
NDUFS3	NDUFA8	999
NDUFS3	NDUFA9	999
NDUFS3	NDUFAF3	998
NDUFS3	NDUFAF4	961
NDUFS3	NDUFB10	999
NDUFS3	NDUFB11	999
NDUFS3	NDUFB8	999
NDUFS3	NDUFB9	999
NDUFS3	NDUFC2	999
NDUFS3	NDUFS1	999
NDUFS3	NDUFS2	999
NDUFS3	NDUFS4	999
NDUFS3	NDUFS6	999
NDUFS3	NDUFS8	999
NDUFS3	NDUFV1	999
NDUFS3	NDUFV2	999
NDUFS3	SDHA	962
NDUFS3	SDHB	974
NDUFS3	SDHD	912
NDUFS3	SUCLG1	928
NDUFS3	UQCRFS1	996
NDUFS3	UQCRQ	971
NDUFS4	COX5A	995
NDUFS4	MT-ND1	999
NDUFS4	MT-ND2	993
NDUFS4	MT-ND3	993
NDUFS4	MT-ND4	999
NDUFS4	MT-ND5	999
NDUFS4	MT-ND6	973
NDUFS4	NDUFA1	996
NDUFS4	NDUFA11	999
NDUFS4	NDUFA12	999
NDUFS4	NDUFA13	999
NDUFS4	NDUFA4	982
NDUFS4	NDUFA6	999
NDUFS4	NDUFA8	999
NDUFS4	NDUFB8	999
NDUFS4	NDUFS1	999
NDUFS4	NDUFS2	999
NDUFS4	NDUFS8	999
NDUFS4	NDUFV1	999
NDUFS4	NDUFV2	999
NDUFS4	SDHB	961
NDUFS4	UQCRFS1	998
NDUFS4	UQCRQ	995
NDUFS6	COX4I1	980
NDUFS6	COX5A	996
NDUFS6	COX6A2	983
NDUFS6	MT-ND1	993
NDUFS6	MT-ND2	993
NDUFS6	MT-ND3	991
NDUFS6	MT-ND4	999
NDUFS6	MT-ND5	995
NDUFS6	MT-ND6	963
NDUFS6	NDUFA1	996
NDUFS6	NDUFA11	999
NDUFS6	NDUFA12	999
NDUFS6	NDUFA13	999
NDUFS6	NDUFA4	971
NDUFS6	NDUFA6	999
NDUFS6	NDUFA8	999
NDUFS6	NDUFAF2	933
NDUFS6	NDUFB11	996
NDUFS6	NDUFB8	999
NDUFS6	NDUFB9	999
NDUFS6	NDUFC2	999
NDUFS6	NDUFS1	999
NDUFS6	NDUFS2	999
NDUFS6	NDUFS4	999
NDUFS6	NDUFS8	999
NDUFS6	NDUFV1	999
NDUFS6	NDUFV2	999
NDUFS6	UQCRFS1	966
NDUFS6	UQCRQ	998
NDUFS7	ACAD9	998
NDUFS7	COX4I1	950
NDUFS7	COX5A	987
NDUFS7	COX6B1	905
NDUFS7	MT-ND1	999
NDUFS7	MT-ND2	998
NDUFS7	MT-ND3	999
NDUFS7	MT-ND4	999
NDUFS7	MT-ND5	999
NDUFS7	MT-ND6	986
NDUFS7	NDUFA1	995
NDUFS7	NDUFA10	999
NDUFS7	NDUFA11	999
NDUFS7	NDUFA12	999
NDUFS7	NDUFA13	999
NDUFS7	NDUFA2	999
NDUFS7	NDUFA4	984
NDUFS7	NDUFA6	999
NDUFS7	NDUFA8	999
NDUFS7	NDUFA9	999
NDUFS7	NDUFAF1	988
NDUFS7	NDUFAF3	987
NDUFS7	NDUFAF4	998
NDUFS7	NDUFAF5	999
NDUFS7	NDUFB10	999
NDUFS7	NDUFB11	998
NDUFS7	NDUFB3	999
NDUFS7	NDUFB8	999
NDUFS7	NDUFB9	999
NDUFS7	NDUFC2	999
NDUFS7	NDUFS1	999
NDUFS7	NDUFS2	999
NDUFS7	NDUFS3	999
NDUFS7	NDUFS4	999
NDUFS7	NDUFS6	999
NDUFS7	NDUFS8	999
NDUFS7	NDUFV1	999
NDUFS7	NDUFV2	999
NDUFS7	SDHB	997
NDUFS7	TIMMDC1	972
NDUFS7	UQCRFS1	999
NDUFS7	UQCRQ	997
NDUFS8	COX4I1	964
NDUFS8	COX5A	986
NDUFS8	MT-ND1	999
NDUFS8	MT-ND2	997
NDUFS8	MT-ND3	998
NDUFS8	MT-ND4	998
NDUFS8	MT-ND5	998
NDUFS8	MT-ND6	966
NDUFS8	NDUFA1	994
NDUFS8	NDUFA11	999
NDUFS8	NDUFA12	999
NDUFS8	NDUFA13	999
NDUFS8	NDUFA4	966
NDUFS8	NDUFA6	999
NDUFS8	NDUFA8	999
NDUFS8	NDUFAF3	998
NDUFS8	NDUFAF5	910
NDUFS8	NDUFS1	999
NDUFS8	NDUFS2	999
NDUFS8	NDUFV1	999
NDUFS8	NDUFV2	999
NDUFS8	SDHB	972
NDUFS8	TIMMDC1	972
NDUFS8	UQCRQ	994
NDUFV1	ATP5F1A	905
NDUFV1	MDH2	923
NDUFV1	MT-ND1	999
NDUFV1	MT-ND2	998
NDUFV1	MT-ND3	998
NDUFV1	MT-ND4	998
NDUFV1	MT-ND5	999
NDUFV1	MT-ND6	988
NDUFV1	NDUFA1	995
NDUFV1	NDUFA11	999
NDUFV1	NDUFA12	999
NDUFV1	NDUFA13	999
NDUFV1	NDUFA4	982
NDUFV1	NDUFA6	999
NDUFV1	NDUFA8	999
NDUFV1	NDUFS1	999
NDUFV1	NDUFS2	999
NDUFV1	NDUFV2	999
NDUFV1	PARK7	959
NDUFV1	SDHB	992
NDUFV1	TIMMDC1	935
NDUFV1	UQCRQ	991
NDUFV2	COX4I1	921
NDUFV2	MT-ND1	999
NDUFV2	MT-ND2	997
NDUFV2	MT-ND3	998
NDUFV2	MT-ND4	998
NDUFV2	MT-ND5	999
NDUFV2	MT-ND6	986
NDUFV2	NDUFA1	995
NDUFV2	NDUFA11	999
NDUFV2	NDUFA12	999
NDUFV2	NDUFA13	999
NDUFV2	NDUFA4	975
NDUFV2	NDUFA6	999
NDUFV2	NDUFA8	999
NDUFV2	NDUFS1	999
NDUFV2	NDUFS2	999
NDUFV2	PARK7	962
NDUFV2	SDHB	972
NDUFV2	UQCRQ	988
NECAP1	AP4B1	906
NECAP1	UBQLN2	901
NELFA	POLR2A	976
NF1	HRAS	999
NF1	NRAS	994
NF1	POLR2A	939
NF1	SMARCA4	965
NF1	SMARCD1	909
NF1	VCP	968
NFASC	SCN8A	906
NFIA	POLR1C	900
NFIA	POLR3A	900
NFS1	FDX2	992
NFS1	FXN	999
NFS1	ISCA1	913
NFS1	ISCA2	909
NFS1	LYRM4	999
NFS1	NFU1	964
NFU1	ISCA2	968
NFU1	LYRM4	904
NGLY1	AMFR	954
NGLY1	VCP	988
NHLRC1	EPM2A	999
NIPBL	BPTF	942
NIPBL	RAD21	999
NIPBL	SETD2	935
NIPBL	SMC1A	999
NIPBL	SMC3	999
NIPBL	STAG1	996
NKX2-5	BMP2	969
NKX2-5	BMPR1A	936
NKX2-5	FOXH1	985
NKX2-5	MAP3K7	910
NKX2-5	MEF2C	996
NKX2-5	NSD2	930
NKX2-5	SMAD4	980
NMNAT1	NADK2	915
NODAL	CRIPTO	964
NONO	MATR3	997
NONO	PARK7	922
NOP56	BBS10	920
NOTCH1	AGO1	915
NOTCH1	APP	988
NOTCH1	B4GALT1	918
NOTCH1	CNTN1	988
NOTCH1	CTBP1	942
NOTCH1	CTNNB1	998
NOTCH1	DLK1	937
NOTCH1	DLL1	968
NOTCH1	DNM1	919
NOTCH1	FBXW7	998
NOTCH1	ITCH	978
NOTCH1	KDM1A	948
NOTCH1	PLXND1	932
NOTCH1	PSEN1	999
NOTCH1	PSEN2	980
NOTCH1	RBPJ	999
NOTCH1	SPEN	962
NOTCH1	TNRC6B	903
NOTCH3	AGO1	906
NOTCH3	B4GALT1	901
NOTCH3	DLL1	975
NOTCH3	PBX1	924
NOTCH3	PLXND1	911
NOTCH3	PSEN1	973
NOTCH3	PSEN2	979
NOTCH3	RBPJ	998
NOTCH3	TNRC6B	900
NPC1	NPC2	999
NPHP1	AHI1	977
NPHP1	CC2D2A	903
NPHP1	CEP290	940
NPHP1	RPGRIP1L	988
NPHP1	TMEM67	935
NR4A2	PITX3	934
NRAS	ACTN2	906
NRAS	BDNF	910
NRAS	CAMK2A	903
NRAS	CAMK2B	906
NRAS	DLG3	932
NRAS	FGFR1	964
NRAS	GRIN1	914
NRAS	GRIN2B	913
NRAS	HRAS	987
