from	to	score
SUZ12	DNMT1	911
EZH2	DNMT1	999
USP7	DNMT1	999
AP4S1	AP4M1	993
AP4E1	AP4M1	997
APP	AP4M1	974
AP2M1	AP4M1	921
AP5Z1	AP4M1	958
AP1S1	AP4M1	963
CACNA1C	RYR1	955
QDPR	RYR1	989
STAC3	RYR1	958
CACNA2D1	RYR1	905
ACTL6B	TRRAP	940
TAF4	TRRAP	982
YY1	TRRAP	926
TELO2	TRRAP	966
SRCAP	TRRAP	976
TP53	TRRAP	921
MSL3	TRRAP	942
CTNNB1	TRRAP	981
ACTB	TRRAP	955
CTSD	HLA-DRB1	910
GNAO1	HLA-DRB1	900
PIK3CA	HLA-DRB1	905
CBL	HLA-DRB1	903
PTPN11	HLA-DRB1	909
GNAI1	HLA-DRB1	900
TINF2	RTEL1	910
ATM	RTEL1	948
TERT	RTEL1	933
MRE11	RTEL1	931
DNA2	RTEL1	970
PRKCG	CACNA1A	928
RAC1	CACNA1A	903
RYR1	CACNA1A	902
TP53	PLAGL1	969
TP53	TOPORS	974
AFG3L2	LONP1	928
EP300	ZNF148	981
LAMB1	PAK3	902
RAF1	PAK3	928
KRAS	PAK3	931
CHRNA1	PAK3	900
PAK1	PAK3	904
RAPSN	PAK3	900
MAP2K1	PAK3	923
LIMK1	PAK3	921
CTNNB1	PAK3	919
RAC1	PAK3	989
MGAT2	FUT8	979
TARDBP	MATR3	994
FUS	MATR3	921
NONO	MATR3	997
HNRNPU	MATR3	986
U2AF2	MATR3	932
HNRNPA1	MATR3	996
HNRNPH1	MATR3	991
HBA1	CYB5R3	904
CYB5A	CYB5R3	996
ALDH3A2	COMT	928
DGUOK	PNP	944
ADK	PNP	981
HPRT1	PNP	976
TK2	PNP	911
NT5C2	PNP	947
PIK3R2	MTOR	935
YY1	MTOR	969
TELO2	MTOR	993
PIK3CA	MTOR	957
YWHAE	MTOR	926
STAT3	MTOR	994
PPARGC1A	MTOR	975
YWHAG	MTOR	924
TERT	MTOR	958
KPTN	MTOR	931
RAPSN	MACF1	939
ATP5F1D	MT-ATP6	999
ATP5F1E	MT-ATP6	991
ATP5MC3	MT-ATP6	989
ATP5PO	MT-ATP6	996
VMA12	MT-ATP6	904
UQCRC1	MT-ND6	902
NDUFS7	MT-ND6	986
NDUFB3	MT-ND6	956
NDUFA2	MT-ND6	984
NDUFA10	MT-ND6	970
NDUFS3	MT-ND6	999
NDUFA9	MT-ND6	979
NDUFB10	MT-ND6	974
NDUFS6	MT-ND6	963
NDUFB11	MT-ND6	964
NDUFB9	MT-ND6	978
NDUFC2	MT-ND6	972
NDUFS4	MT-ND6	973
NDUFB8	MT-ND6	980
ACAD9	MT-ND6	974
NDUFS8	MT-ND6	966
NDUFV1	MT-ND6	988
NDUFAF3	MT-ND6	976
NDUFV2	MT-ND6	986
NDUFA12	MT-ND6	960
MT-ATP6	MT-ND6	990
MFN2	OPA1	905
UQCRC1	MT-ND1	914
NDUFS7	MT-ND1	999
NDUFB3	MT-ND1	992
NDUFA2	MT-ND1	999
NDUFA10	MT-ND1	997
NDUFAF1	MT-ND1	969
NDUFS3	MT-ND1	999
NDUFA9	MT-ND1	996
NDUFB10	MT-ND1	994
NDUFS6	MT-ND1	993
NDUFB11	MT-ND1	996
NDUFB9	MT-ND1	996
NDUFC2	MT-ND1	995
NDUFS4	MT-ND1	999
NDUFB8	MT-ND1	996
UQCRFS1	MT-ND1	913
NDUFS8	MT-ND1	999
NDUFV1	MT-ND1	999
NDUFV2	MT-ND1	999
NDUFA12	MT-ND1	999
NDUFA4	MT-ND1	935
MT-ATP6	MT-ND1	999
MT-ND6	MT-ND1	999
STAG2	SMC3	999
MSH2	SMC3	929
MSH6	SMC3	945
CTCF	SMC3	960
ATM	SMC3	976
NIPBL	SMC3	999
RAD21	SMC3	999
SMC1A	SMC3	999
MRE11	SMC3	951
NSMCE3	SMC3	951
POGZ	CHAMP1	970
MAPK8IP3	DCTN1	919
KIF11	DCTN1	956
GJA1	DCTN1	915
HTT	DCTN1	957
DYNC1H1	DCTN1	999
BICD2	DCTN1	968
RAB3GAP2	DCTN1	902
UQCRC1	MT-ND5	906
NDUFS7	MT-ND5	999
NDUFB3	MT-ND5	992
NDUFA2	MT-ND5	997
NDUFA10	MT-ND5	993
NDUFAF1	MT-ND5	912
NDUFS3	MT-ND5	999
NDUFA9	MT-ND5	999
NDUFB10	MT-ND5	992
NDUFS6	MT-ND5	995
NDUFB11	MT-ND5	990
NDUFB9	MT-ND5	995
NDUFC2	MT-ND5	994
NDUFS4	MT-ND5	999
NDUFB8	MT-ND5	994
UQCRFS1	MT-ND5	913
NDUFS8	MT-ND5	998
NDUFV1	MT-ND5	999
NDUFV2	MT-ND5	999
NDUFA12	MT-ND5	999
NDUFA4	MT-ND5	916
MT-ATP6	MT-ND5	991
MT-ND6	MT-ND5	999
MT-ND1	MT-ND5	999
EXOC2	ARHGEF2	944
RAC1	ARHGEF2	970
PLCB1	GRM1	952
LAMB1	DMD	930
CHRNA1	DMD	917
PAK1	DMD	904
RAPSN	DMD	951
RAC1	DMD	912
ACTB	DMD	905
PAK3	DMD	923
UQCRC1	MT-ND4	902
NDUFS7	MT-ND4	999
NDUFB3	MT-ND4	991
NDUFA2	MT-ND4	999
NDUFA10	MT-ND4	993
NDUFAF1	MT-ND4	928
NDUFS3	MT-ND4	999
NDUFA9	MT-ND4	995
NDUFB10	MT-ND4	993
NDUFS6	MT-ND4	999
NDUFB11	MT-ND4	991
NDUFB9	MT-ND4	996
NDUFC2	MT-ND4	995
NDUFS4	MT-ND4	999
NDUFB8	MT-ND4	995
UQCRFS1	MT-ND4	919
NDUFS8	MT-ND4	998
NDUFV1	MT-ND4	998
NDUFV2	MT-ND4	998
NDUFA12	MT-ND4	992
NDUFA4	MT-ND4	922
MT-ATP6	MT-ND4	999
MT-ND6	MT-ND4	999
MT-ND1	MT-ND4	999
MT-ND5	MT-ND4	999
UQCRC1	MT-ND2	901
NDUFS7	MT-ND2	998
NDUFB3	MT-ND2	990
NDUFA2	MT-ND2	996
NDUFA10	MT-ND2	996
NDUFAF1	MT-ND2	934
NDUFS3	MT-ND2	998
NDUFA9	MT-ND2	994
NDUFB10	MT-ND2	993
NDUFS6	MT-ND2	993
NDUFB11	MT-ND2	990
NDUFB9	MT-ND2	995
NDUFC2	MT-ND2	995
NDUFS4	MT-ND2	993
NDUFB8	MT-ND2	995
UQCRFS1	MT-ND2	918
NDUFS8	MT-ND2	997
NDUFV1	MT-ND2	998
NDUFV2	MT-ND2	997
NDUFA12	MT-ND2	992
NDUFA4	MT-ND2	927
MT-ATP6	MT-ND2	996
MT-ND6	MT-ND2	999
MT-ND1	MT-ND2	999
MT-ND5	MT-ND2	999
MT-ND4	MT-ND2	999
COL1A1	COL6A1	956
COL6A3	COL6A1	989
COL1A2	COL6A1	931
COL6A2	COL6A1	996
CACNA1C	CACNA1S	903
CACNA1D	CACNA1S	952
STAC3	CACNA1S	981
CACNA2D1	CACNA1S	989
RYR1	CACNA1S	998
NDUFS7	MT-ND3	999
NDUFB3	MT-ND3	988
NDUFA2	MT-ND3	996
NDUFA10	MT-ND3	994
NDUFAF1	MT-ND3	947
NDUFS3	MT-ND3	999
NDUFA9	MT-ND3	999
NDUFB10	MT-ND3	992
NDUFS6	MT-ND3	991
NDUFB11	MT-ND3	989
NDUFB9	MT-ND3	994
NDUFC2	MT-ND3	993
NDUFS4	MT-ND3	993
NDUFB8	MT-ND3	994
UQCRFS1	MT-ND3	909
NDUFS8	MT-ND3	998
NDUFV1	MT-ND3	998
NDUFV2	MT-ND3	998
NDUFA12	MT-ND3	989
NDUFA4	MT-ND3	931
MT-ATP6	MT-ND3	995
MT-ND6	MT-ND3	999
MT-ND1	MT-ND3	999
MT-ND5	MT-ND3	999
MT-ND4	MT-ND3	999
MT-ND2	MT-ND3	999
OFD1	KIAA0753	910
ATP5F1D	MT-ATP8	997
ATP5F1E	MT-ATP8	991
ATP5MC3	MT-ATP8	962
ATP5PO	MT-ATP8	987
VMA12	MT-ATP8	901
MT-ATP6	MT-ATP8	999
MT-ND6	MT-ATP8	944
MT-ND1	MT-ATP8	945
MT-ND5	MT-ATP8	932
MT-ND4	MT-ATP8	948
MT-ND2	MT-ATP8	957
MT-ND3	MT-ATP8	949
TSEN2	TSEN15	998
TSEN54	TSEN15	999
DLD	FH	952
ACO2	FH	994
OGDH	FH	958
TPI1	FH	952
GOT2	FH	975
SDHA	FH	993
MDH2	FH	997
GPT2	FH	954
AHCY	MTR	983
MTFMT	MTR	923
ATIC	MTR	964
MARS1	MTR	947
MTRR	MTR	992
MARS2	MTR	915
SHMT2	MTR	972
POMK	B3GALNT2	993
POMGNT2	B3GALNT2	996
GFER	COA6	937
SCO1	COA6	938
UQCRFS1	COA6	934
COX5A	COA6	968
RALA	EXOC8	999
EXOC2	EXOC8	999
RAC1	EXOC8	946
DAO	GNPAT	939
MLYCD	GNPAT	948
ACOX1	GNPAT	974
CRAT	GNPAT	933
FAR1	GNPAT	910
COG3	COG2	999
COG5	COG2	999
COG1	COG2	999
COG7	COG2	999
COG8	COG2	998
COG4	COG2	999
RAB3GAP2	GALNT2	900
LAMB1	ACTA1	901
PFN1	ACTA1	916
CHRNA1	ACTA1	912
PIK3CA	ACTA1	915
PAK1	ACTA1	936
CFL2	ACTA1	944
RAPSN	ACTA1	922
MYL1	ACTA1	969
LIMK1	ACTA1	918
MEF2C	ACTA1	932
PTPN11	ACTA1	903
CTNNB1	ACTA1	936
RAC1	ACTA1	950
PAK3	ACTA1	919
DMD	ACTA1	971
LIAS	IBA57	925
GLRX5	IBA57	937
BOLA3	IBA57	942
DLL4	DLL1	909
JAG1	DLL1	941
NOTCH3	DLL1	975
NOTCH1	DLL1	968
COQ9	COQ8A	967
COQ5	COQ8A	970
COQ4	COQ8A	941
COQ2	COQ8A	941
COQ7	COQ8A	954
NOTCH3	PSEN2	979
NOTCH1	PSEN2	980
APP	PSEN2	970
ERBB4	PSEN2	938
STUB1	PRKN	975
MFN2	PRKN	999
TARDBP	PRKN	947
SNCAIP	PRKN	998
LRRK2	PRKN	994
VPS35	PRKN	902
SNCA	PRKN	999
MAPT	PRKN	903
HTT	PRKN	900
VCP	PRKN	937
AARS2	IARS2	920
NARS1	IARS2	904
CARS2	IARS2	925
AARS1	IARS2	951
MARS1	IARS2	911
NARS2	IARS2	945
QARS1	IARS2	975
RARS1	EPRS1	999
AARS2	EPRS1	977
EIF2S3	EPRS1	923
NARS1	EPRS1	996
CARS2	EPRS1	949
AARS1	EPRS1	988
MARS1	EPRS1	999
DARS1	EPRS1	999
NARS2	EPRS1	924
FARSB	EPRS1	994
MARS2	EPRS1	952
MRPL39	EPRS1	909
QARS1	EPRS1	999
FARSA	EPRS1	915
YARS2	EPRS1	933
KARS1	EPRS1	999
COPB2	EPRS1	910
IARS2	EPRS1	978
GUCY2D	RD3	916
HSD17B10	ACAT2	918
ACADS	ACAT2	966
MLYCD	ACAT2	905
ACAT1	ACAT2	906
DLAT	ACAT2	955
ACOX1	ACAT2	946
HADHB	ACAT2	924
PPP2R1A	PPP1R15B	907
LMNB1	SYNE1	967
SYNE2	SYNE1	930
SNAP25	SYT2	979
CPLX1	SYT2	903
BUB1	KIF14	902
KIF11	ASPM	996
PLK4	ASPM	928
BUB1B	ASPM	973
BUB1	ASPM	993
CKAP2L	ASPM	917
KIF15	ASPM	980
KIF14	ASPM	978
AGO2	TPR	929
GCK	TPR	902
NUP107	TPR	988
CPSF3	TPR	914
IPO8	TPR	922
NUP133	TPR	946
HDAC4	TPR	913
HIKESHI	TPR	902
RANBP2	TPR	985
GEMIN5	TPR	903
GLE1	TPR	982
GEMIN4	TPR	900
HTT	TPR	983
NUP214	TPR	968
TAF4	RNF2	901
KANSL1	RNF2	900
EED	RNF2	985
DNMT3A	RNF2	931
TP53	RNF2	907
CTBP1	RNF2	921
HCFC1	RNF2	929
SUZ12	RNF2	991
EZH2	RNF2	991
AUTS2	RNF2	924
NHLRC1	EPM2A	999
AGO2	DHX9	997
HNRNPU	DHX9	991
RPS23	DHX9	923
MSL3	DHX9	905
HNRNPA1	DHX9	938
MATR3	DHX9	925
CACNA2D1	CACNA1E	911
ABCD1	PEX3	953
PEX16	PEX3	998
PEX1	PEX3	901
APOE	PEX3	900
PEX10	PEX3	942
PEX13	PEX3	993
PEX6	PEX3	925
PEX7	PEX3	927
PEX26	PEX3	947
PEX14	PEX3	971
PEX2	PEX3	979
SCYL1	GORAB	976
B9D2	AHI1	955
TMEM231	AHI1	930
B9D1	AHI1	966
TCTN2	AHI1	945
NPHP1	AHI1	977
UQCRC1	NDUFS2	994
DLD	NDUFS2	961
ATP5F1D	NDUFS2	994
NDUFS7	NDUFS2	999
NDUFB3	NDUFS2	996
NDUFA2	NDUFS2	999
NDUFA10	NDUFS2	999
NDUFAF1	NDUFS2	975
FOXRED1	NDUFS2	908
NDUFS3	NDUFS2	999
SDHA	NDUFS2	984
NDUFA9	NDUFS2	999
NDUFB10	NDUFS2	999
NDUFS6	NDUFS2	999
NDUFB11	NDUFS2	995
NDUFB9	NDUFS2	999
NDUFC2	NDUFS2	998
NDUFS4	NDUFS2	999
NDUFB8	NDUFS2	999
UQCRFS1	NDUFS2	996
ACAD9	NDUFS2	998
NDUFS8	NDUFS2	999
COX5A	NDUFS2	987
NDUFV1	NDUFS2	999
NDUFAF3	NDUFS2	998
MDH2	NDUFS2	902
NDUFV2	NDUFS2	999
NDUFA12	NDUFS2	999
NDUFA4	NDUFS2	981
MT-ND6	NDUFS2	983
MT-ND1	NDUFS2	999
MT-ND5	NDUFS2	998
MT-ND4	NDUFS2	999
MT-ND2	NDUFS2	998
MT-ND3	NDUFS2	999
UBA5	UFC1	998
MED17	MED23	965
MED13L	MED23	944
MED27	MED23	950
MED11	MED23	914
MED25	MED23	991
ABCD1	PEX19	993
PEX16	PEX19	999
PEX1	PEX19	909
PEX10	PEX19	996
PEX13	PEX19	999
PEX6	PEX19	926
PEX26	PEX19	970
PEX14	PEX19	999
PEX2	PEX19	965
PEX3	PEX19	999
NAXD	NAXE	993
PLXND1	SEMA4A	998
RAF1	LMNA	911
LMNB1	LMNA	989
RB1	LMNA	925
LEMD3	LMNA	996
CASP2	LMNA	923
CAMK2G	LMNA	900
LBR	LMNA	975
SYNE2	LMNA	983
SYNE1	LMNA	993
NTRK2	RIT1	920
BRAF	RIT1	933
PIK3CA	EFL1	910
CBL	EFL1	944
TIAM1	EFL1	926
CTNNB1	EFL1	925
RAC1	EFL1	921
SAMHD1	ADAR	971
DHDDS	NUS1	997
TFG	TPM3	919
HSD17B10	ECHS1	992
GCDH	ECHS1	967
ACADS	ECHS1	992
MECR	ECHS1	953
MCCC1	ECHS1	950
ACAD8	ECHS1	949
ACOX1	ECHS1	955
HADHB	ECHS1	926
MCCC2	ECHS1	979
HIBCH	ECHS1	959
CHD5	GATAD2B	953
EP300	GATAD2B	914
TP53	GATAD2B	913
UBTF	GATAD2B	906
CHD4	GATAD2B	998
BUB1B	BUB3	999
BUB1	BUB3	999
DLD	ACADSB	919
GCDH	ACADSB	946
ACAT1	ACADSB	969
BCKDHA	ACADSB	942
ACAD8	ACADSB	900
BCKDHB	ACADSB	944
HADHB	ACADSB	972
ACAT2	ACADSB	965
ECHS1	ACADSB	983
MED17	CDK19	983
MED13L	CDK19	997
MED27	CDK19	981
MED11	CDK19	923
MED23	CDK19	988
SNIP1	CDC40	951
SRRM2	CDC40	996
U2AF2	CDC40	958
COQ9	PDSS2	918
COQ5	PDSS2	958
COQ4	PDSS2	906
COQ2	PDSS2	995
DHDDS	PDSS2	930
NUS1	PDSS2	922
AARS1	TARS2	904
MARS1	TARS2	910
IARS2	TARS2	907
EPRS1	TARS2	951
SYT1	SV2A	984
TRIP4	ASCC3	993
ASCC1	ASCC3	991
ARNT2	SIM1	910
NDUFS7	NDUFAF4	998
NDUFAF1	NDUFAF4	923
NDUFS3	NDUFAF4	961
NDUFAF3	NDUFAF4	999
NDUFS2	NDUFAF4	913
ABCD1	PEX11B	974
GDAP1	PEX11B	935
PEX16	PEX11B	991
PEX13	PEX11B	989
PEX26	PEX11B	961
ATAD1	PEX11B	930
ALDH3A2	PEX11B	916
PEX14	PEX11B	977
PEX2	PEX11B	985
PEX3	PEX11B	966
PEX19	PEX11B	993
POLR3B	POLR3GL	978
EFNB1	MAP3K7	913
TGFB1	MAP3K7	940
TGFB3	MAP3K7	932
BMP4	MAP3K7	927
PPM1B	MAP3K7	903
MAP2K1	MAP3K7	929
NKX2-5	MAP3K7	910
GNAI1	MAP3K7	914
TGFBR2	MAP3K7	940
RRAS	SHOC2	926
RAF1	SHOC2	996
KRAS	SHOC2	990
RRAS2	SHOC2	911
BRAF	SHOC2	952
MRAS	SHOC2	998
PPP2R1A	SHOC2	900
PPP1R15B	SHOC2	900
DENND5A	RAB39B	951
RALA	NRAS	926
EFNB1	NRAS	910
MAPK1	NRAS	977
SOS2	NRAS	951
RAF1	NRAS	999
KRAS	NRAS	984
PDGFRB	NRAS	953
MAP2K2	NRAS	964
GRIN2D	NRAS	912
SPTBN4	NRAS	905
PIK3CA	NRAS	987
YWHAE	NRAS	933
ERLIN2	NRAS	900
NTRK2	NRAS	918
PAK1	NRAS	938
RASA2	NRAS	923
TIAM1	NRAS	944
KIT	NRAS	978
BRAF	NRAS	998
MAP2K1	NRAS	981
YWHAG	NRAS	931
CAMK2G	NRAS	904
FGF8	NRAS	911
PPP2R1A	NRAS	904
PDGFB	NRAS	919
FGFR3	NRAS	967
PTPN11	NRAS	990
ERBB4	NRAS	970
RAC1	NRAS	935
SPTBN1	NRAS	920
ZDHHC9	NRAS	957
NF1	NRAS	994
PIK3CG	NRAS	962
FGF17	NRAS	904
PAK3	NRAS	930
SHOC2	NRAS	980
MARS1	RARS2	917
NARS2	RARS2	910
MARS2	RARS2	923
QARS1	RARS2	977
YARS2	RARS2	942
KARS1	RARS2	902
DARS2	RARS2	915
IARS2	RARS2	916
EPRS1	RARS2	964
UBE3A	DKC1	903
POLR1A	DKC1	947
TINF2	DKC1	946
TERT	DKC1	999
SHQ1	DKC1	999
PUS7	DKC1	926
MTOR	DKC1	907
ADGRL1	SLC35A1	922
AP4S1	AP4B1	998
AP4E1	AP4B1	999
AP2M1	AP4B1	986
AP5Z1	AP4B1	961
AP1S1	AP4B1	961
NECAP1	AP4B1	906
AP4M1	AP4B1	993
ATP6V1E1	ATP6AP1	975
ATP6V0A1	ATP6AP1	992
ATP6V1A	ATP6AP1	992
ATP6V1B2	ATP6AP1	994
VMA12	ATP6AP1	908
ATP6V0A2	ATP6AP1	984
HACD1	ELOVL4	909
VRK1	EMD	948
STX1A	EMD	962
LMNB1	EMD	999
STX5	EMD	902
TMEM43	EMD	907
LEMD3	EMD	921
VAMP2	EMD	909
CYB5A	EMD	900
CTNNB1	EMD	981
ALDH3A2	EMD	901
SYNE2	EMD	981
SYNE1	EMD	963
LMNA	EMD	999
RALA	FLNA	917
RRAS	FLNA	912
SOD1	FLNA	904
PAK1	FLNA	970
EIF2AK3	FLNA	911
MAPK1	GNAI3	935
GNAO1	GNAI3	946
GNB2	GNAI3	974
ADCY6	GNAI3	930
PTPN11	GNAI3	908
GNAI1	GNAI3	986
RAC1	GNAI3	940
HLA-DRB1	GNAI3	900
IFT172	SUFU	981
PSMC1	SUFU	901
PSMB1	SUFU	900
PTCH1	SUFU	958
OFD1	SUFU	911
PSMD12	SUFU	900
NR4A2	PITX3	934
ADAMTS2	COL11A1	946
COL1A2	COL11A1	954
BMP1	COL11A1	929
DLD	DBT	997
OGDH	DBT	963
ACADS	DBT	907
BCKDHA	DBT	995
ACAD8	DBT	925
ACOX1	DBT	907
BCKDHB	DBT	997
GCSH	DBT	947
ACADSB	DBT	907
UPB1	DPYD	986
PNP	DPYD	957
ALG1	ALG14	978
SC5D	NSDHL	975
SIGMAR1	NSDHL	927
LBR	NSDHL	914
DHCR7	NSDHL	966
FIG4	MTM1	967
MTMR14	MTM1	917
AGO2	FMR1	997
TARDBP	FMR1	924
FXR1	FMR1	976
HS6ST1	HS2ST1	974
MMAA	LMBRD1	900
ABCD4	LMBRD1	959
HNRNPU	RBMX	953
HNRNPA1	RBMX	995
HNRNPH1	RBMX	994
MATR3	RBMX	970
ADAR	RBMX	929
PI4KA	PI4K2A	957
PIGU	PIGK	999
PIGT	PIGK	999
PIGS	PIGK	999
PGAP1	PIGK	977
GPAA1	PIGK	999
XYLT2	GPC4	923
B4GALT7	GPC4	927
HS6ST1	GPC4	953
XYLT1	GPC4	920
NDST1	GPC4	960
B3GAT3	GPC4	930
HS2ST1	GPC4	948
CREBBP	ACADM	900
HADHB	ACADM	927
ETFB	ACADM	925
EXOSC5	EXOSC1	999
DIS3L2	EXOSC1	903
EXOSC3	EXOSC1	999
AP4E1	DNAJC6	945
AP1S1	DNAJC6	939
AP4B1	DNAJC6	915
PYGL	PGM1	981
GCK	PGM1	939
TPI1	PGM1	985
UGP2	PGM1	991
ALG1	ALG6	910
ALG8	ALG6	959
ALG12	ALG6	948
AP4E1	OCRL	914
AP4B1	OCRL	908
POLR3B	NFIA	900
POLR3GL	NFIA	900
ATIC	ENTPD1	925
RRM2B	ENTPD1	905
AMPD2	ENTPD1	944
ADK	ENTPD1	969
HPRT1	ENTPD1	906
TK2	ENTPD1	903
DTYMK	ENTPD1	932
IMPDH2	ENTPD1	928
IMPDH1	ENTPD1	916
GLUL	ALDH18A1	960
PYCR2	ALDH18A1	974
ITGA3	DAB1	906
PIK3CA	DAB1	900
APP	DAB1	944
ARHGEF2	DAB1	901
CLCNKA	BSND	984
SC5D	DHCR24	975
TP53	DHCR24	959
LBR	DHCR24	944
DHCR7	DHCR24	993
WARS2	PARS2	906
AARS1	PARS2	930
MARS1	PARS2	930
NARS2	PARS2	939
QARS1	PARS2	936
IARS2	PARS2	961
EPRS1	PARS2	997
STX1A	CACNA1B	994
CACNA2D1	CACNA1B	924
NDUFS7	NDUFA1	995
NDUFB3	NDUFA1	999
ATP5F1E	NDUFA1	909
COX6B1	NDUFA1	917
NDUFA2	NDUFA1	999
NDUFA10	NDUFA1	994
NDUFAF1	NDUFA1	983
NDUFS3	NDUFA1	995
NDUFA9	NDUFA1	991
NDUFB10	NDUFA1	994
NDUFS6	NDUFA1	996
NDUFB11	NDUFA1	997
NDUFB9	NDUFA1	996
NDUFC2	NDUFA1	997
NDUFS4	NDUFA1	996
NDUFB8	NDUFA1	997
NDUFS8	NDUFA1	994
COX5A	NDUFA1	928
NDUFV1	NDUFA1	995
NDUFV2	NDUFA1	995
NDUFA12	NDUFA1	998
NDUFA4	NDUFA1	983
MT-ND6	NDUFA1	991
MT-ND1	NDUFA1	998
MT-ND5	NDUFA1	997
MT-ND4	NDUFA1	998
MT-ND2	NDUFA1	996
MT-ND3	NDUFA1	997
NDUFS2	NDUFA1	995
SNIP1	RNF113A	996
SRRM2	RNF113A	993
CDC40	RNF113A	972
CREBBP	CPT2	903
CPT1A	CPT2	937
ACOX1	CPT2	982
SLC25A20	CPT2	997
KRAS	GRIN1	926
GRIN2D	GRIN1	963
GRIA2	GRIN1	960
RAC1	GRIN1	919
NRAS	GRIN1	914
PIGB	DPM1	943
MPDU1	DPM1	933
POMT2	DPM1	985
ALG1	DPM1	973
DPM2	DPM1	999
GMPPA	DPM1	922
PDE6D	INPP5E	930
OTC	PMPCA	904
UQCRC1	PMPCA	938
PMPCB	PMPCA	997
SPG7	PMPCA	939
AFG3L2	PMPCA	959
NDUFB8	PMPCA	926
COQ2	PMPCA	905
PAM16	PMPCA	947
STX1A	KCNB1	996
MRPS34	MRPS2	995
PTCD3	MRPS2	996
MRPS28	MRPS2	996
MRPL12	MRPS2	966
HIBCH	MRPS2	952
COL1A1	COL5A1	955
ADAMTS2	COL5A1	972
COL1A2	COL5A1	963
COL6A2	COL5A1	940
BMP1	COL5A1	970
FBN1	COL5A1	900
DAO	SARDH	936
SHMT2	SARDH	983
PLK4	STIL	998
SHH	STIL	926
PTCH1	STIL	915
ASPM	STIL	976
CSNK2A1	PTEN	976
STUB1	PTEN	979
AGO2	PTEN	960
PIK3R2	PTEN	988
PI4KA	PTEN	928
KRAS	PTEN	921
PSMC1	PTEN	902
PDGFRB	PTEN	994
PSMB1	PTEN	905
PRDX1	PTEN	982
PIK3CA	PTEN	995
TP53	PTEN	999
INPPL1	PTEN	963
PDGFB	PTEN	942
USP7	PTEN	980
CTNNB1	PTEN	975
PSMD12	PTEN	902
MTOR	PTEN	940
PI4K2A	PTEN	905
OCRL	PTEN	935
INPP5E	PTEN	918
COX15	SURF1	984
SCO1	SURF1	937
COX10	SURF1	955
FKTN	POMGNT1	974
RXYLT1	POMGNT1	924
POMT2	POMGNT1	995
POMGNT2	POMGNT1	989
INPPL1	MINPP1	915
OCRL	MINPP1	927
BMP4	BMPR1A	999
GDF6	BMPR1A	939
NKX2-5	BMPR1A	936
SMAD4	BMPR1A	968
MAP3K7	BMPR1A	908
MSH2	MUTYH	980
MSH6	MUTYH	991
OSGEP	TP53RK	999
TP53	TP53RK	995
TPRKB	TP53RK	999
GON7	TP53RK	997
LAGE3	TP53RK	997
FKTN	POMT1	956
POMT2	POMT1	905
DPM2	POMT1	982
FKRP	POMT1	915
POMK	POMT1	918
POMGNT2	POMT1	993
DPM1	POMT1	985
POMGNT1	POMT1	995
POLR3B	POLR3A	999
POLR1A	POLR3A	986
POLR3GL	POLR3A	972
NFIA	POLR3A	900
POLR3B	POLR1C	999
POLR1A	POLR1C	999
POLR3GL	POLR1C	967
NFIA	POLR1C	900
POLR3A	POLR1C	999
RPIA	PRPS1	966
TUBB2B	SVBP	900
TUBB4A	SVBP	906
TUBA1A	SVBP	983
TUBB4B	SVBP	900
MYL1	TNNC2	974
PANK2	PPCS	968
SRD5A3	DOLK	985
DPM2	DOLK	991
DPM1	DOLK	990
NUP214	SET	911
KRAS	SPTAN1	921
RAC1	SPTAN1	910
SPTBN1	SPTAN1	999
ACTA1	SPTAN1	960
NRAS	SPTAN1	927
HNRNPU	HNRNPH2	924
HNRNPA1	HNRNPH2	983
HNRNPH1	HNRNPH2	953
RBMX	HNRNPH2	909
GFER	TIMM8A	976
TOMM7	TIMM8A	906
COA6	TIMM8A	949
EFNB1	DNM1	963
MAPK1	DNM1	916
RAF1	DNM1	904
JAG1	DNM1	910
MAP2K2	DNM1	907
NOTCH1	DNM1	919
AP2M1	DNM1	953
MAP2K1	DNM1	913
BIN1	DNM1	981
GABRA5	DNM1	913
DLL1	DNM1	901
L1CAM	DNM1	910
MRPS34	MRPS16	994
PTCD3	MRPS16	973
MRPS28	MRPS16	979
RPS23	MRPS16	902
TSFM	MRPS16	923
TUFM	MRPS16	967
MRPL12	MRPS16	988
HIBCH	MRPS16	937
MRPS2	MRPS16	999
TAF4	TAF8	999
ERCC3	TAF8	914
GTF2E2	TAF8	949
OSGEP	YRDC	941
APOE	TREM2	995
TYROBP	TREM2	999
CSF1R	TREM2	914
AGO2	AGO1	976
KMT2C	AGO1	916
SETD1A	AGO1	926
DGCR8	AGO1	967
EP300	AGO1	910
NOTCH3	AGO1	906
TP53	AGO1	959
NOTCH1	AGO1	915
KMT2D	AGO1	917
KMT2E	AGO1	903
SOX2	AGO1	910
DHX9	AGO1	977
FMR1	AGO1	951
PTEN	AGO1	953
STX1B	STXBP1	998
STX1A	STXBP1	999
SNAP25	STXBP1	999
SYT1	STXBP1	927
CACNA1C	STXBP1	926
CACNA1D	STXBP1	922
STX5	STXBP1	901
CPLX1	STXBP1	930
VAMP2	STXBP1	997
GNAI1	STXBP1	911
H3-3A	ATRX	999
TP53	ATRX	960
BPTF	ATRX	950
EZH2	ATRX	900
TELO2	TTI1	999
ATM	TTI1	902
